latitude,longitude
039180N,0075318W
495740N,0083837W
381228N,1221630W
335331N,0117365W
003422S,0060116W
353813N,0801727W
403737N,0744031W
384830N,0078438W
332115N,0117153W
352917N,0974925W
018125N,0954918W
061104N,0150116W
282730N,0805144W
475923N,0104436W
181318N,0663522W
103044N,0662753W
383510N,0774238W
363112N,0086329W
039254N,1184155W
353630N,0804417W
037387N,0725143W
331050N,0904949W
424650N,0882327W
345843N,0894712W
212024N,0158449W
403228N,0104596W
039401N,1233526W
294916N,0975147W
004675N,1225254W
251948N,0802240W
423459N,0705428W
335233N,0084187W
384142N,1212811W
395058N,0104422W
343253N,0118207W
039512N,1044158W
,
295158N,0090120W
,
012919S,0482512W
445853N,0721440W
371958N,1214911W
605228N,1515117W
,
385632N,0084475W
,
363621N,0932624W
213425N,1581129W
055320N,0132612W
034316N,1092243W
046131N,1225513W
351125N,0085112W
303214N,0862610W
351314N,0832532W
182627N,0655821W
433831N,0116389W
032265N,1111856W
032422N,0008006W
027417N,0822625W
584642N,1565632W
363141N,1205035W
372737N,0122631W
039916N,0091493W
325552N,0972442W
031438N,0083433W
036243N,0875930W
422437N,0735215W
044258N,0703129W
293022N,0952837W
,
285843N,0805530W
363733N,0931345W
383511N,0774238W
302034N,0090141W
021429S,0049336W
074852S,0434443W
007311N,0735055W
302511N,0871135W
285640N,0901058W
029340N,0097570W
312836N,0825138W
442432N,0069111W
285844N,0805530W
034536N,1202335W
394951N,0861740W
444955N,0094757W
035464N,1151928W
,
036422N,0995321W
275836N,0824531W
433819N,0116385W
435049N,0084041W
275836N,0824531W
404621N,0802329W
404635N,0079574W
040151N,0755954W
045923S,0731111W
262756N,0080859W
048105N,1115835W
262719N,0801146W
002941N,0081172W
039220N,0008705W
040913N,0105319W
028219N,0814513W
334013N,0862911W
038586N,1044828W
331040N,0963525W
264443N,0772329W
292026N,0985212W
303535N,0982339W
033259N,0971356W
036228N,0922814W
039253N,1041735W
345149N,0804443W
483249N,1222433W
301250N,0922023W
034497S,0613123W
311024N,0903332W
037610N,1133345W
483114N,1164922W
412611N,0993832W
043275N,0962421W
,
411536N,0954531W
334439N,0116142W
293022N,0952837W
421823N,0085150W
322730N,0965445W
282825N,0822720W
335429N,0082160W
615627N,1573713W
027578N,0081363W
037333N,0871637W
029323N,0081183W
402812N,0812511W
325711N,0111461W
342834N,1142142W
002888N,0082828W
382523N,0962219W
040110N,0081225W
032587N,0965011W
285857N,0962444W
395212N,0751416W
332739N,1114342W
464537N,0007230E
,
341959N,0924541W
040367N,0794920W
294618N,0943948W
032438N,0985330W
033554N,0080481W
012440N,0069510W
411946N,0094038W
342014N,1163447W
274613N,0097304W
295334N,0975147W
045162N,1012311W
421313N,0834426W
401413N,0753314W
345641N,1155723W
255110N,0812325W
363959N,1213313W
433453N,1163123W
295839N,0095200W
311916N,0852658W
375714N,1075432W
364735N,0983955W
375838N,1011212W
441514N,0121859W
465349N,0012462W
472014N,0122613W
004321N,1063459W
355822N,0011584W
291456N,0081810W
382915N,1011325W
041500N,0074290W
040140N,0076580W
611111N,1483533W
333433N,0090335W
344414N,0881245W
,
,
411117N,1034038W
323039N,0092216W
038144N,0084264W
405742N,0804038W
345054N,1114718W
323811N,1103850W
,
412010N,1094917W
026516N,0801334W
413449N,0703245W
045280N,0982835W
037419N,0086208W
003417N,0085847W
405651N,0741852W
025019N,0803135W
414312N,0725120W
055041S,1425651E
044572N,0952137W
034520N,0118120W
391659N,0803654W
,
401757N,0743114W
038559N,1205149W
644855N,1475123W
364113N,0082159W
038506N,1061644W
,
322649N,0111010W
414236N,0924410W
412248N,0813822W
445321N,0011667W
424029N,0089223W
035470N,0110250W
333154N,0011730W
048729N,1231215W
027430N,0085130W
044134N,1213019W
035118N,1104322W
281724N,0812628W
002008N,0155185W
465436N,0117431W
312130N,1003646W
036190N,0087550W
039216N,0078559W
373825N,0842054W
393456N,0120217W
,
028533N,0092141W
644855N,1475123W
401458N,0813244W
029320N,0805656W
393412N,1045057W
404630N,1124740W
454142N,1181529W
614022N,1492410W
411228N,0073485W
445031N,1231520W
413556N,0120540W
612117N,1462549W
293116N,0951431W
355127N,0833143W
294216N,0098232W
003590N,1021312W
,
231117S,0465628W
000027N,0005181W
,
035226N,1184835W
,
,
040720N,0761739W
374843N,0110359W
315610N,0945016W
,
384620N,1225919W
343535N,0913418W
035135N,1014213W
002540N,0067160E
303315N,0962618W
342938N,0824228W
,
401217N,0763410W
033934N,0862659W
292318N,0083118W
282017N,0080414W
032569N,1112535W
362051N,1201837W
392936N,1201013W
362428N,0803119W
036233N,0792818W
463128N,0065130E
425134N,0075358W
612837N,1484456W
611238N,1495326W
035527N,0106543W
304231N,0087125W
036445N,0115823W
371211N,0107529W
042211N,0733813W
384359N,0010275W
351651N,1055054W
040439N,1115627W
038402N,0121241W
044717N,1231226W
323059N,0845620W
033301N,0112231W
275338N,0813713W
392023N,0952738W
,
003421N,0953219W
415735N,0853535W
421227N,0881832W
352910N,0845551W
455633N,0116724W
060834N,0164175W
412344N,0963555W
313343N,0913023W
413048N,0075150W
019477N,1555556W
004339N,0732147W
034240N,1103145W
354140N,0086370W
,
292013N,0982816W
443229N,0095433W
039118N,0922746W
445259N,0721328W
414434N,0894034W
,
029493N,0954013W
040298N,0863243W
037322N,0884613W
433455N,0964431W
181847N,0651815W
304352N,0086913W
038347N,1105726W
060560N,0022550E
002960S,0149320E
412415N,0974231W
373224N,0097153W
412024N,0752516W
028332N,0081469W
322114N,0097262W
003593N,1074945W
621131N,1445159W
026261N,0081245W
026427N,0008093W
373818N,0963647W
,
035399N,0105819W
043502N,0111488W
383639N,1222329W
433049N,0112415W
335558N,1163831W
434950N,0711113W
033431N,0795115W
285743N,0815329W
412959N,0752430W
312256N,1033038W
143516N,0903151W
,
385734N,0942216W
004400N,0083400W
465021N,0963950W
352248N,0784356W
403058N,1065158W
352126N,0965636W
053550N,0054910E
047378N,0117327W
006191N,0053558E
005055N,0065635E
042516N,0842910W
,
037120N,1131913W
,
045846N,0122373W
291615N,0961935W
483644N,0123818W
404845N,0099254W
623136N,0150530W
293022N,0952836W
315620N,0102124W
374616N,0096492W
045431N,1135514W
373023N,0120213W
402126N,0011214W
413315N,0112344W
304124N,0875130W
292112N,0822811W
033643N,0112169W
453226N,0122570W
404917N,0725222W
455918N,0114102W
046032N,0881626W
003478N,0011978W
355715N,1145255W
432037N,0072311W
351630N,0090300W
352821N,0953424W
060450N,0148450W
343419N,0117117W
391222N,0117223W
042290N,0114290W
002604N,0801426W
403750N,0078181W
425925N,0076487W
385455N,0121331W
352858N,0772112W
431850N,0834146W
028172N,0824411W
030240N,0862927W
035572N,0008553W
423423N,0753125W
341422N,0118225W
040244N,0783059W
,
383637N,0895217W
343022N,0914512W
285527N,0081397W
033121N,0973812W
000124N,0080445W
255919N,0080752W
002869N,0803842W
355825N,0904636W
691312N,1464725W
444750N,0963756W
423359N,0753127W
041596N,0735751W
284316N,0811314W
352610N,0823231W
414935N,0792141W
036525N,0791023W
043465N,0009416W
034849N,0097721W
374431N,0971310W
062576N,1553615W
421056N,0083438W
423529N,1144748W
324155N,0117946W
472730N,1222816W
036168N,1193037W
465324N,0119362W
037112N,0113312W
365520N,1112632W
382016N,0121148W
425937N,1163948W
345417N,0852735W
422815N,0077438W
272312N,0823817W
038299N,0774226W
362439N,0082214W
040202N,0103489W
341622N,0834949W
,
474628N,1164911W
424819N,0841418W
036731N,0905528W
,
404743N,0893648W
,
353039N,0935022W
,
292830N,0088428W
283713N,0080504W
352815N,0811510W
,
294250N,0985136W
361331N,0951948W
461228N,1185725W
605113N,0150226W
352428S,0572256W
425617N,0085338W
037266N,1124554W
343558N,0913430W
415824N,0875412W
394725N,0854410W
033637N,0883333W
040224N,0076126W
423134N,1194422W
040117N,0074717W
042433N,0071741W
282630N,0805133W
631928N,0142578W
,
424322N,1142714W
385210N,0991838W
003619N,0803035W
363946N,1213636W
044530N,0094240W
043726N,1081924W
038653N,0114214W
063616N,0001026E
462310N,1191429W
063438N,0031916E
027153N,0080213W
055218N,1314224W
047250N,1201239W
302540N,0087426W
483339N,1034051W
032723N,0081204W
047281N,0122207W
343554N,0120456W
262342N,1083634W
413812N,0824942W
043217N,0823330W
422925N,0912952W
232520N,0464227W
033482N,1121459W
373215N,0079164W
029597N,0952049W
029568N,0953822W
374754N,0094469W
039544N,0080750W
,
,
395448N,0105636W
006040N,1505348W
603228N,1503557W
048403N,0102251W
391314N,0106524W
274923N,0812838W
059056N,1614931W
044540N,0121121W
038260N,0085520W
395228N,0751431W
421834N,0086640W
039538N,1194650W
592118N,1505020W
445342N,0974238W
002888N,0082828W
471829N,0119311W
038848N,1203854W
334032N,0117525W
331335N,0822334W
432528N,0115295W
,
351238N,0914415W
004330N,0108270W
383944N,0090397W
465242N,1172157W
394420N,0871310W
393637N,0835957W
040312N,0106228W
445233N,0931311W
044145N,0973216W
472433N,1201459W
,
403632N,0794030W
612332N,0149281W
331040N,0864659W
315249N,1064211W
403119N,0086317W
365726N,0934126W
033174N,1164029W
038546N,0905737W
385531N,0893944W
393739N,0086517W
036511N,1011318W
,
383722N,0844644W
382740N,0753652W
294713N,0094283W
143713N,0092915W
,
445117N,0171322E
033441N,0117113W
038411N,0120599W
038500N,1192344W
047326N,0913548W
062210N,0150170W
047043N,1082113W
313421N,0832633W
034825N,1155917W
432515N,0703019W
040037N,0105253W
393631N,0077027W
030232N,0103410W
293037N,0984754W
301722N,0874018W
383841N,0945739W
,
411441N,0082334W
335336N,0078454W
037389N,0725143W
043502N,1114818W
475057N,0113252W
342924N,0824234W
040277N,0105041W
325225N,0841811W
029362N,0096124W
045277N,0099036W
004118N,0089239W
334014N,1114015W
384025N,1215219W
404910N,0765131W
034165N,0884611W
061420N,0150190W
464437N,0117634W
061570N,0151220W
061511N,0015161W
394145N,0842654W
362057N,0923321W
364412N,0792145W
025399N,0803130W
434611N,0087516W
033732N,0097031W
034329N,1172723W
482135N,1193226W
038546N,0923258W
315250N,1064212W
375922N,0122326W
352155N,0895143W
042533N,0084322W
404535N,0734239W
382236N,1204738W
,
036729N,0905530W
,
275322N,0081378W
,
394145N,0794544W
006991N,1484928W
044342N,1232338W
037386N,0725140W
433716N,0701224W
381721N,1042947W
384047N,0755138W
034257N,1172755W
391228N,0091567W
605930N,1513930W
422433N,0083036W
353112N,0802032W
304151N,0922450W
003604N,0863039W
421210N,0972332W
301435N,0985433W
041726N,0742028W
039340N,0076125W
004276N,0885827W
412714N,0087025W
384330N,0092120W
483528N,0003014E
029511N,0812115W
363734N,0931344W
582220N,1353619W
,
402622N,0081422W
065335N,0146190W
453713N,1223917W
414221N,0092445W
372429N,1182026W
403053N,0985644W
483147N,1214529W
395914N,0753433W
265045N,0801320W
355833N,0863052W
046750N,1145537W
444521N,0094453W
036190N,0087550W
393034N,0855338W
344337N,0845314W
365658N,0121439W
431010N,0884323W
342640N,1114722W
335232N,0841811W
442424N,0115216W
003810N,0873530W
391912N,0120816W
041200N,0009550W
043594N,0883325W
040183N,0824123W
047590N,0013250E
192723N,0703633W
049550N,0000710E
040129N,0822742W
040348N,0741056W
482846N,1135736W
036568N,1214722W
345436N,0112322W
461820N,1191815W
045559N,0114483W
402854N,1112543W
004594N,1145950W
295743N,0914953W
048617N,1194314W
553628N,1304236W
,
421815N,0754714W
041121N,0743714W
393620N,1071617W
394522N,0845034W
411145N,0096644W
424413N,0825320W
038485N,1044212W
,
303329N,0841344W
463130N,0114310W
471015N,1194758W
671425N,1611126W
,
,
594520N,0154554W
584022N,1563833W
342427N,1184516W
612340N,1495034W
625710N,1553625W
036034N,0088729W
063130N,1633134W
333147N,0082311W
334110N,0112434W
652714N,1473322W
,
361334N,0815126W
323943N,0941311W
343314N,0088255W
035368N,0092833W
064495N,1473216W
333732N,1115426W
048747N,0971737W
385014N,0862626W
324429N,0963129W
333348N,0117345W
404531N,0073313W
452542N,1225631W
035825N,0111409W
037478N,0081716W
061392N,1511855W
631352N,1492229W
411019N,0105212W
644430N,0147576W
,
594628N,1614611W
041232N,0723021W
345141N,0863327W
475658N,0971034W
,
035323N,0892311W
593824N,0151304W
061167N,0152331W
041734N,0975748W
039253N,0772228W
032027N,1063647W
048221N,1022023W
003065N,0852826W
323655N,0085262W
033127N,0971152W
,
035156N,1104348W
362519N,1054323W
233120S,0464119W
411123N,0953512W
030232N,0090141W
302335N,0872058W
040720N,0761740W
283549S,0058813W
403413N,0752918W
445444N,0854850W
462135N,1021923W
354610N,1402256E
393032N,0122229W
043154N,0054713E
032422N,0008007W
393231N,0923516W
144320S,0431010W
441225N,1211916W
231732S,0474119W
425050N,0912256W
334842N,0784326W
041510N,0951547W
475650N,0971026W
384911N,1112556W
003795N,1074513W
029725N,0815313W
393216N,0084748W
351321N,0084354W
391432N,0077916W
362056N,0923320W
401942N,0751430W
322925N,0805938W
041210N,0089910W
025500N,0077420W
431122N,1123154W
040529N,1115337W
415514N,0712929W
405638N,0811420W
,
060399N,0151740W
432028N,0733622W
375826N,0924128W
432322N,0704224W
401329N,0083216W
444923N,0932718W
043716N,0934449W
,
442932N,0116053W
413549N,0109354W
036014N,0095583W
402055N,0885910W
037119N,0088452W
354444N,1191411W
035168N,0823823W
375326N,0844119W
483735N,0099550W
382129N,0751340W
433029N,0011249W
004172N,1145520W
006148N,1475431W
403951N,0894136W
211722N,1575432W
622657N,1494725W
315646N,0913346W
039636N,0082649W
334842N,0784120W
445121N,0942234W
295733N,0812023W
655646N,1435822W
335412N,0852055W
343215N,1172738W
335340N,1173435W
353159N,0090241W
322858N,0814413W
374142N,1044747W
451729N,1085532W
475417N,0012269W
442716N,0883342W
401113N,0074728W
043596N,0883342W
046245N,0009485W
443317N,0903026W
433626N,1104416W
354540N,0100457W
465529N,1223310W
042422N,0785432W
344836N,0824210W
423518N,0892218W
413635N,0872428W
374018N,0097440W
038837N,1223321W
441218N,0114562W
404539N,1154114W
274848N,0824053W
294228N,0952326W
403059N,1065159W
321216N,0804130W
041173N,0071402W
423745N,0745328W
422227N,1225225W
042552N,1144555W
035452N,0922528W
303558N,0974925W
,
414140N,0725151W
465414N,0944325W
182719N,0066617W
345032N,1114748W
046435N,0068313W
044287N,0753921W
001270N,0111550E
039354N,0745434W
414619N,0882832W
324428N,0974034W
042558N,0833020W
384411N,0853824W
314826N,1062235W
393413N,1045058W
452245N,1221347W
453518N,0012126W
644838N,1474313W
353042N,0092046W
415210N,0084429W
046635N,0674948W
425124N,1003256W
325355N,0080226W
335323N,1181237W
445442N,0115295W
422631N,0084352W
046172N,0096914W
,
441352N,0945956W
,
355822N,0011584W
047159N,1203150W
383035N,1075339W
,
037031S,0174476E
371228N,0802428W
,
035578N,0112849W
391542N,0855346W
472915N,1224532W
362210N,0923149W
344535N,1064443W
041335N,0102411W
043594N,0883325W
,
624316N,0143567W
021482S,0432323W
028328N,0081457W
274531N,0823726W
431043N,0781617W
345917N,0785229W
038355N,0975138W
395142N,1044023W
283053N,0804757W
402735N,0912543W
,
039190N,0120832W
,
,
,
043617N,0891110W
425537N,0781158W
612544N,1504729W
703817N,1595941W
042340N,0009070W
405710N,0124536W
454732N,0089720W
043594N,0883324W
385323N,0077558W
038480N,0104390W
036161N,0895436W
402019N,0104404W
044252N,0109817W
581533N,0135711W
032345N,0911515W
324151N,0951228W
313816N,1093159W
392632N,0754353W
375910N,1005921W
294947N,0953934W
475650N,0971025W
423220N,1225414W
403034N,1013749W
483238N,0117532W
291624N,0981433W
032550N,0096230W
484329N,1192756W
421125N,1223938W
037594N,1011936W
383119N,0775120W
385645N,1043412W
323759N,1165335W
321034N,0941755W
032120N,0080360W
321626N,0964557W
031106N,0932033W
,
042257N,0724645W
,
494552N,0094307W
324916N,0982843W
642632N,0144535W
,
043596N,0883342W
444233N,0695135W
593844N,1512836W
421922N,0885010W
038219N,0873151W
045554N,1225114W
036570N,0096577W
047341N,0011463W
385651N,0077270W
393223N,0089188W
034245N,1182555W
335615N,1173415W
375320N,1092513W
034642N,1174114W
034617N,0794358W
511116N,0042732E
,
040037N,0105247W
061175N,1494811W
452134N,1171513W
381247N,1221650W
043502N,1114819W
404512N,0834326W
465259N,1193411W
581827N,0264113E
040256N,0086928W
305213N,0087499W
040218N,0761947W
413711N,0753528W
039945N,0894029W
474137N,0995743W
475415N,1221632W
003128N,0082453W
452143N,0068323W
424013N,0881615W
,
062271N,1494721W
335216N,0835734W
033213N,1165433W
003586N,1182621W
038747N,1052738W
,
042486N,0734735W
,
003000N,0092160W
415735N,0832549W
444210N,0954310W
225418N,1095529W
291241N,0994437W
037340N,0971030W
,
395813N,0083037W
048314N,1164911W
392714N,0954720W
001600S,0005200W
,
029649N,0995642W
038288N,1014510W
040829N,1113940W
032318N,0845656W
041322N,0933947W
404911N,0072520W
364631N,0895628W
182537N,0066435W
041559N,0102596W
044255N,0964254W
392026N,1014159W
375431N,0083154W
344834N,0076118W
,
,
035111N,0791117W
068758N,1492845W
644847N,1475117W
452542N,1225631W
048539N,1115346W
404522N,0007337W
045203N,0115439W
391620N,0076730W
282535N,0824135W
040221N,1051332W
422642N,0843345W
029411N,0811650W
031144N,0098431W
,
324152N,0945655W
275242N,0822048W
045469N,1225125W
443152N,0884335W
332814N,0951249W
,
622125N,1474853W
004056N,0783033W
291810N,0081628W
392021N,0083331W
304458N,0984012W
351553N,1182516W
303037N,0089850W
382516N,0079716W
451140N,0123810W
363540N,0008216W
423442N,0774321W
393314N,0104442W
403045N,0010722W
028346N,0814511W
224923S,0472348W
,
385338N,1195943W
036585N,0120446W
374935N,0121553W
405734N,0072156W
433129N,0087481W
401250N,0074366W
383054N,0089528W
422057N,0089857W
085152N,0673049W
332739N,1114342W
603414N,1511441W
623019N,1535315W
412549N,1203149W
434041N,0863037W
442234N,0100175W
044498N,1035919W
045236N,0911615W
039460N,1043130W
003946N,0925645W
064330N,0144150W
472946N,0945710W
395145N,0842559W
001234N,1171657E
481636N,0116338W
392213N,0075434W
044161N,0924813W
333628N,1011925W
441952N,1212210W
394411N,1115212W
445534N,0893737W
039722N,0943534W
431852N,0894533W
,
475217N,1215943W
412316N,0833729W
040545N,0913312W
048532N,0099378W
593134N,1512030W
375753N,0105532W
,
422224N,0077211W
291226N,0821724W
041130N,0751458W
335814N,1124742W
405927N,1185743W
047563N,1195241W
465810N,0122549W
343047N,1092221W
483130N,0123444W
041355N,0703234W
040274N,0774935W
433310N,0075345W
034029N,0895157W
414926N,1103324W
004750N,0122280W
038399N,1225355W
394714N,1231535W
048553N,1231113W
485027N,0117172W
454153N,1235547W
044370N,0123560W
614422N,0150212W
006882N,1492831W
295544N,0985625W
421419N,0114939W
582118N,1343435W
045153N,0914357W
,
,
443244N,0093812W
445110N,0884717W
421143N,0089550W
395931N,0825319W
423411N,0834642W
413637N,0903518W
415143N,0842730W
604922N,0151496W
461839N,0852725W
195752S,0005325W
036831N,0803155W
062460N,0148350W
059218N,1572825W
323332N,0971817W
003563N,1203712W
,
040830N,1113941W
411522N,0954519W
301611N,0095582W
402013N,1115933W
454013N,0121326W
031437N,0106147W
374831N,0852935W
604548N,1502310W
037416N,0855518W
,
032847N,0914155W
431811N,0122110W
003343N,1152431W
344445N,1181312W
313957N,0098855W
462217N,0117033W
,
040112N,0755653W
403128N,0743553W
604839N,0161511W
331515N,0973449W
383525N,0905928W
047480N,0117630W
411511N,0070337W
361919N,0008792W
323439N,0096433W
465628N,0009815W
,
040829N,1113940W
030411N,0982510W
394110N,1214736W
331538N,1161928W
035487N,0011245W
424155N,0088813W
241541N,0553633E
029475N,0094575W
331515N,0973450W
341052N,0079205W
413120N,0873140W
114738S,0723737W
039282N,0785728W
475024N,1215813W
464946N,1165953W
035448N,1212015W
395447N,0084241W
033643N,0112169W
384411N,0112556W
040811N,0801725W
036255N,0792829W
035261N,0119327W
404929N,1154730W
372010N,0094184W
255427N,0801641W
593344N,1502112W
